Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size
JW24035;Oregon;6.852.001.946;No;Basic;College;1/13/11;Unemployed;M;0;Suburban;Single;69;7;45;1;2;Personal Auto;Personal L2;Offer2;Branch;406.999.443;Four-Door Car;Medsize
PG82270;California;2.903.024.168;No;Basic;College;02/09/2011;Employed;M;36845;Suburban;Married;74;14;33;0;1;Personal Auto;Personal L2;Offer4;Branch;355.2;Four-Door Car;Small
RW65101;California;1.803.911.422;No;Basic;College;1/31/11;Unemployed;F;0;Suburban;Single;63;28;82;0;2;Personal Auto;Personal L3;Offer3;Web;503.204.804;Four-Door Car;Medsize
QO79771;California;3.242.043.926;No;Extended;Master;02/10/2011;Employed;F;72330;Rural;Married;81;2;50;2;1;Personal Auto;Personal L3;Offer2;Call Center;126.509.441;Four-Door Car;Small
EC44438;Nevada;2.467.620.791;No;Basic;Bachelor;01/02/2011;Medical Leave;F;19352;Suburban;Married;65;16;0;0;1;Personal Auto;Personal L3;Offer1;Branch;724.463.534;Four-Door Car;Small
MW54213;Arizona;5.674.383.424;No;Basic;College;01/03/2011;Unemployed;M;0;Suburban;Married;62;13;6;5;2;Personal Auto;Personal L3;Offer1;Agent;297.6;Four-Door Car;Medsize
ZN33412;Arizona;8.634.355.958;No;Extended;College;02/01/2011;Disabled;F;25073;Suburban;Single;79;3;84;0;2;Personal Auto;Personal L3;Offer1;Branch;379.2;Four-Door Car;Medsize
HZ56678;Oregon;2.780.196.856;No;Basic;High School or Below;01/12/2011;Disabled;F;20261;Suburban;Divorced;72;4;55;0;1;Personal Auto;Personal L2;Offer4;Web;345.6;Four-Door Car;Large
AN36757;Oregon;2.205.600.496;No;Extended;Master;2/27/11;Employed;M;66851;Urban;Married;92;10;70;2;2;Personal Auto;Personal L3;Offer2;Branch;408.550.442;Four-Door Car;Medsize
NB54665;Arizona;251.459.196;Yes;Basic;High School or Below;2/14/11;Employed;F;43860;Rural;Single;65;15;58;0;1;Corporate Auto;Corporate L1;Offer2;Agent;156.124.914;Four-Door Car;Medsize
MG99229;Oregon;5.886.221.122;No;Basic;College;02/04/2011;Unemployed;M;0;Suburban;Single;180;21;68;0;1;Corporate Auto;Corporate L3;Offer2;Agent;1.777.471.271;Luxury Car;Small
MX76292;California;7.706.036.295;No;Basic;Doctor;2/13/11;Employed;F;48019;Rural;Married;64;15;94;0;2;Corporate Auto;Corporate L3;Offer1;Agent;137.665.031;Four-Door Car;Medsize
EJ90880;California;2.790.458.197;No;Basic;College;1/25/11;Employed;M;28786;Suburban;Married;71;30;69;1;1;Personal Auto;Personal L3;Offer1;Agent;345.619.809;Four-Door Car;Medsize
WO95180;California;2.397.036.098;Yes;Basic;High School or Below;1/29/11;Retired;F;22283;Suburban;Divorced;65;16;93;0;1;Corporate Auto;Corporate L3;Offer1;Branch;572.072.106;Four-Door Car;Medsize
BU53191;Arizona;8.834.322.784;No;Basic;Bachelor;02/02/2011;Employed;F;34133;Rural;Divorced;111;0;72;0;7;Personal Auto;Personal L1;Offer1;Call Center;2.269.684;SUV;Small
ZK54897;Arizona;1.443.567.365;Yes;Premium;Master;1/26/11;Employed;M;60880;Rural;Married;119;25;89;0;2;Personal Auto;Personal L3;Offer1;Agent;109.906.628;Two-Door Car;Medsize
PP48389;California;6.871.966.648;No;Premium;Bachelor;2/25/11;Unemployed;F;0;Suburban;Married;196;5;59;2;1;Personal Auto;Personal L2;Offer1;Agent;940.8;Sports Car;Medsize
XD29421;Oregon;1.536.235.442;No;Basic;High School or Below;01/10/2011;Employed;M;48115;Suburban;Married;192;15;67;0;5;Personal Auto;Personal L3;Offer3;Agent;1382.4;Luxury Car;Large
OP26403;California;4.834.797.545;No;Basic;College;2/17/11;Employed;F;32017;Suburban;Married;62;9;10;2;7;Personal Auto;Personal L1;Offer1;Branch;297.6;Four-Door Car;Small
XK15687;Oregon;1.089.930.177;No;Extended;High School or Below;1/14/11;Employed;F;58518;Rural;Married;136;17;9;0;3;Personal Auto;Personal L3;Offer1;Agent;323.637.414;SUV;Medsize
ED29955;California;5.284.041.003;No;Basic;Bachelor;1/15/11;Employed;M;61542;Suburban;Married;67;33;83;0;6;Personal Auto;Personal L3;Offer1;Agent;321.6;Four-Door Car;Medsize
QT84720;Oregon;2.891.726.781;No;Basic;Bachelor;01/03/2011;Employed;F;56761;Rural;Married;73;31;80;1;1;Corporate Auto;Corporate L2;Offer1;Branch;85.146.928;Two-Door Car;Large
ZH35315;California;4.900.545.112;No;Basic;College;2/19/11;Disabled;M;22976;Suburban;Married;66;19;33;0;4;Personal Auto;Personal L2;Offer2;Branch;345.951.322;Four-Door Car;Large
EE76374;Nevada;208.425.963;No;Basic;High School or Below;1/29/11;Unemployed;F;0;Suburban;Single;72;14;29;0;2;Personal Auto;Personal L3;Offer1;Web;709.082.334;Four-Door Car;Medsize
RF72106;Washington;8.415.644.389;No;Basic;College;2/13/11;Unemployed;M;0;Suburban;Single;62;8;98;0;2;Personal Auto;Personal L2;Offer1;Branch;446.4;Four-Door Car;Small
BS13111;Arizona;6.630.836.094;No;Basic;Bachelor;1/18/11;Unemployed;M;0;Urban;Divorced;66;20;53;0;2;Personal Auto;Personal L3;Offer1;Branch;315.950.185;Four-Door Car;Medsize
JP12645;Arizona;1.203.662.051;Yes;Basic;Bachelor;02/10/2011;Employed;M;44428;Suburban;Single;104;17;61;0;2;Personal Auto;Personal L3;Offer1;Call Center;499.2;SUV;Medsize
ZF28570;Nevada;3.895.034.766;No;Premium;Bachelor;2/17/11;Employed;M;52361;Suburban;Single;102;13;78;0;1;Personal Auto;Personal L3;Offer3;Agent;645.952.371;Four-Door Car;Medsize
UU93074;California;1.170.106.985;No;Premium;College;01/05/2011;Employed;M;32435;Suburban;Married;297;24;68;0;1;Personal Auto;Personal L1;Offer1;Agent;1.767.348.807;Luxury Car;Medsize
SZ60450;California;3.419.108.695;No;Extended;High School or Below;2/13/11;Employed;M;40272;Rural;Married;86;8;64;0;1;Personal Auto;Personal L3;Offer3;Agent;23.387.192;Two-Door Car;Medsize
HL63895;Arizona;7.302.775.082;No;Basic;Master;1/18/11;Employed;M;30492;Urban;Married;61;32;68;0;2;Personal Auto;Personal L3;Offer1;Branch;17.138.289;Four-Door Car;Medsize
UD27196;Arizona;1.968.540.911;No;Extended;High School or Below;1/22/11;Employed;M;51524;Suburban;Married;244;6;30;0;3;Personal Auto;Personal L2;Offer3;Branch;1171.2;Luxury Car;Small
OU53351;Arizona;2.486.064.902;No;Basic;College;2/18/11;Employed;M;36635;Suburban;Married;63;20;28;0;1;Corporate Auto;Corporate L2;Offer4;Agent;302.4;Four-Door Car;Small
SX50964;Arizona;5.224.328.801;No;Basic;Bachelor;1/24/11;Employed;F;83389;Urban;Married;65;5;57;0;3;Corporate Auto;Corporate L2;Offer2;Branch;20.925.613;Two-Door Car;Small
RP30093;Oregon;4.922.143.073;No;Premium;Bachelor;1/23/11;Employed;F;63035;Suburban;Married;153;20;97;0;2;Personal Auto;Personal L3;Offer1;Agent;734.4;SUV;Medsize
BK73302;California;3.167.888.725;No;Extended;Bachelor;2/17/11;Employed;M;61638;Suburban;Divorced;82;3;55;2;1;Corporate Auto;Corporate L3;Offer2;Web;544.340.079;Four-Door Car;Medsize
CS93971;Arizona;780.531.287;Yes;Basic;College;1/27/11;Retired;F;21073;Suburban;Divorced;106;25;54;1;3;Personal Auto;Personal L2;Offer1;Agent;508.8;SUV;Small
RG13940;California;1.319.792.893;Yes;Basic;College;1/27/11;Unemployed;F;0;Suburban;Single;68;19;2;3;2;Personal Auto;Personal L2;Offer1;Agent;326.4;Four-Door Car;Large
ZG94155;Oregon;6.234.305.918;No;Extended;Bachelor;2/24/11;Unemployed;M;0;Rural;Married;82;26;12;0;9;Personal Auto;Personal L3;Offer1;Branch;1.927.604;Two-Door Car;Large
QN15356;Arizona;7.539.600.588;No;Basic;College;02/12/2011;Unemployed;M;0;Suburban;Single;74;23;64;0;2;Personal Auto;Personal L3;Offer1;Branch;532.8;Four-Door Car;Large
MZ16820;Nevada;8.157.933.629;No;Premium;High School or Below;01/11/2011;Employed;M;86811;Suburban;Married;102;19;22;0;5;Corporate Auto;Corporate L2;Offer2;Call Center;489.6;Four-Door Car;Small
DO98345;Oregon;1.315.674.895;No;Extended;High School or Below;2/28/11;Employed;M;72517;Urban;Married;82;33;27;0;2;Personal Auto;Personal L3;Offer2;Web;371.458.196;Two-Door Car;Medsize
EQ69638;Washington;5.107.624.201;No;Extended;College;1/15/11;Unemployed;M;0;Suburban;Single;77;2;71;0;9;Personal Auto;Personal L3;Offer3;Branch;554.4;Four-Door Car;Small
UK76814;Oregon;5.339.388.388;No;Basic;Doctor;2/25/11;Employed;F;84424;Urban;Married;66;18;71;0;9;Personal Auto;Personal L2;Offer2;Call Center;231.537.001;Four-Door Car;Medsize
SR30440;California;8.649.175.023;No;Basic;College;1/13/11;Employed;F;43383;Suburban;Married;109;7;60;0;8;Personal Auto;Personal L1;Offer3;Branch;757.593.913;SUV;Medsize
XE66367;Oregon;7.519.133.631;Yes;Extended;High School or Below;2/20/11;Employed;M;96306;Rural;Divorced;95;12;17;1;6;Special Auto;Special L2;Offer1;Agent;185.355.353;Four-Door Car;Medsize
SZ70655;California;4.293.009.593;No;Basic;College;1/31/11;Unemployed;F;0;Suburban;Single;61;18;15;0;8;Corporate Auto;Corporate L3;Offer1;Agent;292.8;Two-Door Car;Large
LX99948;Washington;4.529.062.612;No;Basic;Master;2/18/11;Employed;F;65134;Urban;Married;112;28;48;0;1;Personal Auto;Personal L2;Offer4;Branch;529.147.483;SUV;Small
DK98861;Arizona;131.603.389;No;Basic;College;1/18/11;Employed;F;94125;Urban;Married;109;33;21;0;2;Personal Auto;Personal L2;Offer2;Call Center;341.680.131;SUV;Medsize
JX14364;Oregon;1.323.554.436;No;Basic;College;2/24/11;Employed;M;39778;Suburban;Married;112;23;49;0;2;Personal Auto;Personal L3;Offer1;Call Center;806.4;SUV;Medsize
LI85491;Oregon;3.744.577.726;No;Basic;High School or Below;01/01/2011;Unemployed;F;0;Suburban;Single;101;3;32;0;1;Personal Auto;Personal L3;Offer1;Agent;727.2;SUV;Small
JY87538;Oregon;284.860.728;No;Basic;College;1/14/11;Employed;F;91871;Urban;Single;102;5;3;0;2;Personal Auto;Personal L2;Offer1;Web;346.845.129;SUV;Medsize
VE55982;Nevada;2.644.684.556;No;Basic;Bachelor;01/01/2011;Employed;M;54000;Suburban;Divorced;66;15;45;0;1;Corporate Auto;Corporate L1;Offer1;Call Center;373.881.547;Two-Door Car;Medsize
WK99918;Oregon;5.073.282.126;Yes;Extended;Doctor;1/30/11;Employed;M;57709;Suburban;Married;125;10;26;0;1;Personal Auto;Personal L1;Offer2;Branch;600;SUV;Medsize
XP16538;Arizona;4.272.585.137;No;Basic;High School or Below;02/03/2011;Employed;F;81132;Urban;Divorced;107;19;52;0;1;Corporate Auto;Corporate L2;Offer2;Agent;419.105.559;SUV;Small
HW42900;California;1.100.301.645;No;Extended;College;1/29/11;Employed;M;22926;Suburban;Married;93;1;99;0;2;Corporate Auto;Corporate L1;Offer1;Web;479.934.846;Four-Door Car;Small
JG84729;Arizona;1.418.164.282;No;Basic;College;1/20/11;Unemployed;F;0;Suburban;Single;72;15;91;2;2;Personal Auto;Personal L1;Offer1;Call Center;345.6;Four-Door Car;Medsize
UX71137;Washington;8.875.965.501;No;Premium;Doctor;02/05/2011;Employed;F;69205;Urban;Married;110;20;56;0;6;Personal Auto;Personal L3;Offer2;Web;372.362.565;Four-Door Car;Medsize
ND29059;Oregon;1.107.768.591;No;Extended;Bachelor;2/26/11;Employed;M;78011;Urban;Married;138;14;42;0;3;Personal Auto;Personal L3;Offer1;Agent;619.698.644;SUV;Medsize
HC76653;Oregon;2.435.689.035;No;Basic;College;01/07/2011;Employed;M;32931;Suburban;Married;62;16;45;0;1;Personal Auto;Personal L2;Offer2;Agent;297.6;Four-Door Car;Medsize
SG73822;California;8.743.852.187;No;Premium;Bachelor;02/02/2011;Employed;F;99517;Rural;Divorced;109;2;93;0;3;Personal Auto;Personal L2;Offer2;Agent;239.905.208;Four-Door Car;Medsize
CB44654;Arizona;2.409.760.898;No;Basic;Bachelor;2/28/11;Employed;M;59665;Urban;Single;62;33;3;1;1;Personal Auto;Personal L3;Offer1;Agent;167.138.119;Two-Door Car;Medsize
MQ15074;Washington;2.499.498.786;No;Basic;High School or Below;02/01/2011;Employed;M;28082;Suburban;Married;64;9;63;0;1;Personal Auto;Personal L2;Offer2;Branch;578.499.499;Four-Door Car;Medsize
YJ43481;Arizona;8.528.288.669;No;Basic;High School or Below;01/04/2011;Employed;F;91099;Urban;Single;107;14;37;0;3;Corporate Auto;Corporate L2;Offer1;Call Center;406.430.632;SUV;Medsize
TP15362;Oregon;3.591.996.064;No;Extended;College;02/05/2011;Employed;M;28013;Suburban;Divorced;91;16;13;0;1;Personal Auto;Personal L1;Offer2;Branch;655.2;Four-Door Car;Medsize
YX90754;Nevada;8.539.826.923;No;Basic;High School or Below;2/20/11;Employed;F;55478;Urban;Married;71;7;1;0;2;Personal Auto;Personal L2;Offer2;Branch;339.399.593;Two-Door Car;Medsize
TQ32702;Nevada;6.990.917.824;No;Extended;College;1/27/11;Employed;F;22568;Suburban;Married;88;31;63;0;6;Corporate Auto;Corporate L2;Offer3;Branch;422.4;Four-Door Car;Medsize
TS50305;California;3.979.388.247;No;Basic;High School or Below;2/27/11;Unemployed;F;0;Suburban;Single;112;11;3;0;1;Personal Auto;Personal L3;Offer1;Agent;806.4;SUV;Medsize
BY22068;Arizona;2.395.037.443;No;Extended;High School or Below;2/18/11;Employed;M;39335;Suburban;Married;201;0;11;0;2;Corporate Auto;Corporate L1;Offer4;Agent;964.8;Luxury SUV;Medsize
TJ48439;Oregon;2.321.052.528;No;Basic;College;1/18/11;Unemployed;F;0;Suburban;Single;66;0;10;0;1;Personal Auto;Personal L1;Offer3;Branch;508.703.134;Two-Door Car;Small
TE61015;Oregon;5.087.020.469;No;Basic;College;1/25/11;Unemployed;M;0;Suburban;Married;72;12;70;0;3;Personal Auto;Personal L1;Offer2;Web;345.6;Four-Door Car;Medsize
RD89159;Oregon;4.362.931.238;Yes;Premium;College;01/03/2011;Employed;M;58842;Suburban;Married;110;6;74;0;1;Personal Auto;Personal L3;Offer2;Branch;528;Four-Door Car;Medsize
VW86720;Oregon;7.457.468.107;No;Basic;Bachelor;01/05/2011;Unemployed;F;0;Suburban;Single;69;15;73;0;2;Personal Auto;Personal L1;Offer1;Call Center;678.209.827;Four-Door Car;Small
UM76485;Oregon;7.027.759.594;No;Basic;College;1/28/11;Unemployed;M;0;Suburban;Single;102;11;90;0;5;Personal Auto;Personal L2;Offer2;Agent;489.6;SUV;Medsize
LS62045;Oregon;2.831.683.664;No;Basic;Bachelor;1/27/11;Employed;F;70037;Suburban;Married;70;6;61;0;1;Personal Auto;Personal L3;Offer4;Web;409.985.435;Four-Door Car;Large
ZG84862;Nevada;4.217.857.932;No;Basic;High School or Below;01/06/2011;Unemployed;M;0;Suburban;Single;62;19;75;0;3;Personal Auto;Personal L3;Offer1;Branch;446.4;Two-Door Car;Small
CD76093;Nevada;7.596.291.531;No;Basic;College;1/22/11;Employed;M;59847;Suburban;Married;192;28;62;0;1;Corporate Auto;Corporate L3;Offer4;Call Center;921.6;Luxury Car;Medsize
FO99259;California;8.365.677.648;No;Premium;Bachelor;1/26/11;Retired;M;26630;Suburban;Divorced;118;19;27;0;8;Personal Auto;Personal L3;Offer4;Call Center;581.077.056;Four-Door Car;Medsize
KN87338;Oregon;2.726.392.968;No;Basic;High School or Below;2/19/11;Employed;F;48039;Rural;Married;68;4;37;0;1;Personal Auto;Personal L2;Offer4;Branch;11.451.889;Four-Door Car;Medsize
LT89398;California;3.420.452.207;No;Extended;High School or Below;1/13/11;Unemployed;M;0;Suburban;Married;92;2;38;0;1;Personal Auto;Personal L2;Offer4;Web;441.6;Four-Door Car;Small
NZ19529;Arizona;4.839.107.156;No;Extended;High School or Below;2/22/11;Unemployed;M;0;Suburban;Single;137;18;50;0;1;Personal Auto;Personal L1;Offer2;Agent;1.227.458.548;SUV;Medsize
PR41853;Arizona;4.358.553.534;No;Basic;Bachelor;01/02/2011;Unemployed;F;0;Rural;Married;118;18;91;0;1;Corporate Auto;Corporate L2;Offer1;Agent;101.826.804;Sports Car;Medsize
LH92841;Washington;7.255.953.792;No;Extended;Bachelor;02/05/2011;Employed;F;88891;Rural;Married;89;17;56;0;3;Personal Auto;Personal L2;Offer1;Branch;50.528.355;Four-Door Car;Medsize
XR84971;Oregon;2.351.585.325;No;Extended;Doctor;2/18/11;Employed;F;36537;Rural;Single;85;19;4;0;2;Personal Auto;Personal L1;Offer1;Web;165.309.001;Four-Door Car;Medsize
BP83941;Arizona;8.396.327.608;No;Basic;Master;2/21/11;Unemployed;F;0;Suburban;Married;115;18;80;1;3;Personal Auto;Personal L2;Offer3;Web;552;SUV;Medsize
PY80449;Arizona;5.170.976.384;No;Extended;High School or Below;1/29/11;Employed;M;53603;Suburban;Married;132;30;1;1;1;Personal Auto;Personal L3;Offer1;Branch;697.272.246;Sports Car;Medsize
ET22260;Nevada;558.530.807;No;Extended;Doctor;1/29/11;Unemployed;M;0;Rural;Single;80;14;17;0;9;Corporate Auto;Corporate L2;Offer1;Web;6.281.344;Four-Door Car;Medsize
OF47250;California;863.949.502;No;Basic;Doctor;2/15/11;Employed;F;92374;Rural;Divorced;107;16;9;1;3;Personal Auto;Personal L2;Offer2;Call Center;220.018.279;SUV;Medsize
WB58031;California;5.281.833.471;No;Basic;High School or Below;2/20/11;Employed;M;39658;Suburban;Married;66;32;53;0;7;Corporate Auto;Corporate L3;Offer1;Branch;316.8;Four-Door Car;Medsize
UV80201;Oregon;8.385.252.347;No;Basic;Bachelor;2/16/11;Unemployed;F;0;Suburban;Single;116;0;35;0;7;Personal Auto;Personal L3;Offer1;Call Center;556.8;Sports Car;Medsize
PY10605;Arizona;4.633.101.259;No;Basic;Bachelor;1/23/11;Unemployed;M;0;Suburban;Single;70;0;86;0;3;Personal Auto;Personal L2;Offer1;Agent;336;Two-Door Car;Medsize
JI82682;California;2.480.392.738;No;Basic;High School or Below;01/03/2011;Unemployed;F;0;Suburban;Married;65;1;60;0;1;Personal Auto;Personal L1;Offer1;Web;328.314.222;Four-Door Car;Medsize
BU14748;Arizona;3.618.686.938;No;Extended;High School or Below;2/14/11;Employed;M;50755;Suburban;Married;91;21;25;0;1;Personal Auto;Personal L3;Offer4;Agent;436.8;Two-Door Car;Medsize
QS75550;Washington;2.480.045.899;No;Basic;Bachelor;01/07/2011;Employed;F;93383;Urban;Single;62;31;64;0;1;Corporate Auto;Corporate L2;Offer1;Branch;244.212.286;Two-Door Car;Medsize
LD26428;Oregon;4.893.291.507;No;Basic;Bachelor;2/14/11;Unemployed;M;0;Suburban;Single;73;11;56;0;5;Corporate Auto;Corporate L3;Offer2;Branch;680.047.456;Four-Door Car;Medsize
MY43761;California;1.073.768.425;No;Extended;High School or Below;2/23/11;Employed;M;50607;Suburban;Single;137;15;0;0;9;Personal Auto;Personal L2;Offer2;Agent;657.6;SUV;Large
LO77543;Washington;2.616.613.903;Yes;Basic;College;2/25/11;Employed;M;72302;Suburban;Divorced;66;6;27;0;1;Special Auto;Special L2;Offer1;Agent;316.8;Two-Door Car;Medsize
GY55415;Nevada;1.572.525.053;No;Premium;Bachelor;2/27/11;Unemployed;F;0;Suburban;Single;149;16;70;0;2;Corporate Auto;Corporate L1;Offer1;Web;1072.8;SUV;Medsize
IB42395;Nevada;9.553.415.528;No;Premium;College;1/18/11;Unemployed;M;0;Suburban;Single;146;20;14;0;4;Corporate Auto;Corporate L3;Offer1;Agent;1051.2;SUV;Medsize
ZU74482;Oregon;7.507.455.372;Yes;Basic;College;02/06/2011;Employed;M;60920;Urban;Single;64;10;61;0;2;Personal Auto;Personal L3;Offer2;Agent;231.201.886;Two-Door Car;Medsize
NL74789;California;7.324.928.202;No;Premium;Bachelor;2/14/11;Unemployed;F;0;Suburban;Single;105;4;98;0;6;Special Auto;Special L2;Offer1;Branch;504;Two-Door Car;Medsize
YU86594;Oregon;5.333.038.137;No;Basic;High School or Below;02/10/2011;Employed;M;55674;Rural;Married;66;10;95;0;3;Personal Auto;Personal L3;Offer1;Branch;81.710.575;Four-Door Car;Medsize
QN37451;California;1.276.723.056;No;Basic;College;1/29/11;Unemployed;M;0;Suburban;Single;189;28;90;0;5;Corporate Auto;Corporate L2;Offer1;Branch;2.201.327.879;Luxury Car;Medsize
HS28694;Washington;2.829.863.912;No;Basic;High School or Below;2/19/11;Employed;F;25317;Rural;Married;71;15;97;0;1;Personal Auto;Personal L2;Offer4;Branch;50.422.181;Two-Door Car;Medsize
IL83479;Oregon;3.483.630.439;No;Extended;College;01/02/2011;Employed;F;42983;Suburban;Married;86;28;18;0;1;Personal Auto;Personal L3;Offer3;Call Center;412.8;Four-Door Car;Medsize
EF87528;Arizona;463.654.647;Yes;Basic;College;01/01/2011;Retired;M;26802;Suburban;Married;66;7;43;1;5;Special Auto;Special L3;Offer2;Agent;316.8;Two-Door Car;Medsize
IV74747;California;1.753.003.658;No;Extended;Doctor;01/12/2011;Unemployed;M;0;Suburban;Divorced;97;27;96;0;2;Corporate Auto;Corporate L2;Offer4;Web;469.229.028;Four-Door Car;Medsize
JZ81608;Oregon;6.978.719.808;No;Extended;High School or Below;02/10/2011;Employed;M;53808;Rural;Married;88;26;91;0;7;Personal Auto;Personal L2;Offer4;Branch;189.835.063;Four-Door Car;Medsize
EO40136;Arizona;2.912.248.444;No;Basic;College;1/24/11;Employed;F;93403;Urban;Divorced;73;18;32;0;1;Personal Auto;Personal L2;Offer2;Web;295.224.598;Four-Door Car;Small
ZR40902;Oregon;4.209.279.338;No;Premium;Bachelor;1/15/11;Medical Leave;F;26435;Suburban;Married;111;32;50;1;1;Corporate Auto;Corporate L2;Offer1;Agent;1.012.249.308;Four-Door Car;Small
PO89542;Oregon;5.009.808.888;No;Basic;Bachelor;2/28/11;Unemployed;F;0;Suburban;Married;68;21;69;0;7;Personal Auto;Personal L2;Offer1;Branch;326.4;Four-Door Car;Medsize
FX57380;California;5.217.513.287;Yes;Basic;Bachelor;2/17/11;Employed;F;39854;Urban;Divorced;66;6;4;0;7;Personal Auto;Personal L2;Offer2;Web;261.930.545;Two-Door Car;Medsize
NM22175;Oregon;1.149.033.618;No;Premium;College;01/09/2011;Unemployed;M;0;Suburban;Married;161;0;94;0;3;Personal Auto;Personal L3;Offer2;Branch;1.052.933.035;SUV;Large
BC97773;Nevada;2.864.544.017;No;Basic;Master;2/17/11;Employed;F;91368;Suburban;Divorced;71;13;95;0;1;Personal Auto;Personal L1;Offer1;Agent;395.328.407;Four-Door Car;Large
MN34012;Arizona;8.403.910.248;No;Basic;Bachelor;2/25/11;Unemployed;M;0;Suburban;Married;115;11;63;0;8;Personal Auto;Personal L3;Offer1;Agent;552;SUV;Medsize
KY29506;California;2.039.596.875;No;Premium;College;2/27/11;Employed;F;92850;Suburban;Single;104;3;28;1;2;Personal Auto;Personal L2;Offer1;Agent;499.2;Four-Door Car;Small
LC44944;Washington;364.703.024;No;Premium;Doctor;1/21/11;Unemployed;F;0;Suburban;Married;113;0;9;3;2;Personal Auto;Personal L3;Offer2;Branch;813.6;Four-Door Car;Small
HC20975;Arizona;1.672.777.186;No;Basic;Bachelor;1/19/11;Employed;M;30915;Suburban;Married;72;1;6;2;2;Personal Auto;Personal L2;Offer1;Branch;345.6;Four-Door Car;Large
IF87079;Arizona;5.801.128.252;No;Basic;Master;2/14/11;Employed;F;48927;Rural;Divorced;72;1;51;0;9;Personal Auto;Personal L2;Offer1;Agent;139.354.893;Four-Door Car;Medsize
